district,resort,venue_or_product,star,product_type,product_type_norm,price,monetize,booking_channel,audience,whats_included,hours,honest_note,source,accessed
Seminyak,Mano Beach House,Seating tiers (min-spend),na,beach_club,beach_club,restaurant 150k; sofa/beanbag 200k; deck 300k; daybed 500k (per pax) [BLOG],COVERAGE,manobali.com/Chope/WhatsApp,couples/upscale/sunset,"beachfront seating, 4hr session",11:00-23:00,per-pax min-spend; redeemability unconfirmed,elsky-bali.com mano,2026-07-19
Seminyak,Mari Beach Club,Seating (min-spend),na,beach_club,beach_club,single seat 150-250k/pax; sunset stairs 250-350k; daybeds 2-3M; VIP bungalow 6.5-8M [OFFICIAL],COVERAGE,maribeachclub.com,party/sunset/upscale,single seat or daybed/bungalow + pool,day + evening slots,time-slotted per-person min-spend,maribeachclub.com min-spend,2026-07-19
Seminyak,Cocoon Beach Club,General entry / daybed,na,beach_club,beach_club,"free entry, NO published daybed min-spend (FCFS) [BLOG]",COVERAGE,WhatsApp/Chope,party/families,"pool, daybeds; happy-hour 2-4-1 cocktails 150k",11:00-23:00,two sources agree no fixed min-spend,balibeachclubpass.com cocoon,2026-07-19
Seminyak,Sunset Beach by Mrs Sippy,Single daybed,na,beach_club,beach_club,"IDR 300,000/pax min-spend [OFFICIAL]",COVERAGE,sunsetbeachbali.com/TableCheck,sunset/party/couples,"lawn couches, beanbags, pool daybeds; free entry; redeemable",10:00-late,standalone; NOT part of Hotel Indigo,sunsetbeachbali.com,2026-07-19
Seminyak,Merah Putih,Signature dinner,na,resort_restaurant,resort_restaurant,"mains from IDR 180,000++ [BLOG]",SEATED,Chope/phone,upscale/special-occasion/couples,award-winning modern Indonesian; bamboo temple architecture,12-15 & 17:30-late,reservation recommended esp dinner,merahputihbali.com/booking,2026-07-19
Seminyak,Mama San,Signature dinner,na,resort_restaurant,resort_restaurant,"mains from IDR 160,000++ [BLOG]",SEATED,SevenRooms,upscale/couples,Will Meyrick modern SE-Asian supper-club; cocktail lounge,12-14:30 & 17:30-22:30,reservation advised,mamasanbali.com/booking,2026-07-19
Seminyak,Saltlick,Signature steak dinner,na,resort_restaurant,resort_restaurant,"SALTLICK 500 set IDR 500,000 NET; a la carte per 100g [OFFICIAL]",SEATED,TableCheck/WhatsApp,upscale/couples,"premium steakhouse, dry-aged; beachfront sunset terrace",17:00-24:00,located within Ku De Ta complex,saltlickbali.com,2026-07-19
Seminyak,Sangsaka,Signature dinner,na,resort_restaurant,resort_restaurant,small plates 45-180k; mains 220-650k (+tax/svc) [OFFICIAL],SEATED,NowBookIt/WhatsApp,upscale/couples/special-occasion,modern Indonesian wood-fire; rooftop bar 'Di Atas',17:30-23:00 (dinner only),confirmed open,sangsakabali.com,2026-07-19
Seminyak,La Lucciola,Signature beachfront dinner,na,resort_restaurant,resort_restaurant,[NO DATA],SEATED,resOS/WhatsApp,couples/upscale/special-occasion,iconic beachfront Italian/Med; sunset views,bfast 9/lunch 12/dinner 17,reservations essential for sunset tables,lalucciolabali.com/booking,2026-07-19
Seminyak,Motel Mexicola,Signature party-dining,na,resort_restaurant,resort_restaurant,[NO DATA],SEATED,SevenRooms/email,party/groups/couples,"iconic Mexican party-dining; tacos, margaritas, DJ","from 11:00, late close",book ahead for groups & weekend nights,motelmexicola.info/seminyak/bookings,2026-07-19
Seminyak,Da Maria,Signature dinner,na,resort_restaurant,resort_restaurant,"lunch from IDR 100,000; a la carte [OFFICIAL]",SEATED,ResDiary/WhatsApp/Chope,party/couples/upscale,"modern Italian; pizza/pasta, late-night disco",Mon-Thu 17-late; Fri-Sun 12-late,books out weekends,damariabali.com,2026-07-19
Seminyak,Barbacoa,Signature dinner,na,resort_restaurant,resort_restaurant,[NO DATA],SEATED,NowBookIt/WhatsApp,upscale/couples/groups,Latin-American wood-fire; Black Angus & Wagyu,dinner from 17:30,institution since 2013,barbacoa-bali.com,2026-07-19
Ubud,Alila Ubud,Pool Day Pass,5,day_pass,day_pass,"IDR 350,000/pax; child 300,000 (incl 350,000 F&B credit) [OFFICIAL/BLOG]",COVERAGE,DayPass app/hotel,wellness/honeymoon/India,green two-tier Ayung-valley infinity pool; daybed; towel,10:00-18:00,iconic pool; credit ~offsets entry; high season may close to outside guests,book.daypassapp.com/ubud,2026-07-19
Ubud,Kamandalu Ubud,Awana Pool & Lounge Day Pass,5,day_pass,day_pass,"IDR 500,000/2pax (or 300,000/1pax) [BLOG]",COVERAGE,Klook/hotel,honeymoon/wellness,infinity pool; sundeck; 2 beers + pizza/burger,09:00-17:00,price rose from legacy 300k/2pax,klook.com/activity/24655,2026-07-19
Ubud,Padma Resort Ubud,Swim & Dine Day Pass,5,day_pass,day_pass,"IDR 500,000/pax; child 350,000 (incl 250,000 F&B credit) [OFFICIAL]",COVERAGE,WhatsApp/email,honeymoon/India/wellness,89m heated infinity pool; kids pool; towel,10:00-18:00,longest pool in Ubud; strong India-wedding audience,padmaresortubud.com swim-and-dine,2026-07-19
Ubud,Hanging Gardens of Bali,Pool + Dinner + Spa Day Pass,5,day_pass,day_pass,~USD 140/pax via ResortPass bundle; pool-only [NO DATA],COVERAGE,ResortPass/DayPass/WhatsApp,honeymoon/India/China,iconic two-tier jungle pool; 3-course dinner; 60min massage; 10% spa,pools 08:00-18:00,only bundled price verifiable; base pool-only unpublished,milesopedia.com hanging-gardens,2026-07-19
Ubud,Chapung SeBali (Jungle Fish),Jungle Fish Pool Bar,5,day_pass,day_pass,no entry; min F&B 250-350k/pax; daybed 500-800k/2; cave/hanging bed 1.2-2M [BLOG],COVERAGE,Klook/WhatsApp,China/honeymoon/culture,cliff-edge jungle infinity pool; seat reservation; towel 35k extra,~08:00-21:00,high-volume Instagram pool; min-spend model,elsky-bali.com jungle-fish,2026-07-19
Ubud,Kappa Senses Ubud,Kelapa Day Pass,5,day_pass,day_pass,"IDR 600,000 nett F&B credit / 2pax [BLOG]",COVERAGE,Megatix/Chope,honeymoon/wellness,pool via cabana/bed; towels; jungle swing,10:00-18:00,new French (Clarins spa) resort; verify availability,megatix.co.id kelapa-day-pass,2026-07-19
Ubud,Nandini Jungle (by Hanging Gardens),Pool Day Pass,4,day_pass,day_pass,"from IDR 605,000 [OFFICIAL]",COVERAGE,DayPass app,honeymoon/wellness,jungle infinity pool,[NO DATA],sister to Hanging Gardens,book.daypassapp.com/ubud,2026-07-19
Ubud,The Kayon Valley Resort,Pool Day Pass,4,day_pass,day_pass,"from IDR 350,000 [OFFICIAL]",COVERAGE,DayPass app,honeymoon/wellness,valley infinity pool,[NO DATA],distinct from Kayon Jungle,book.daypassapp.com/ubud,2026-07-19
Ubud,The Kayon Jungle Resort (Wanna Jungle),Wanna Jungle Pool Bar Day Pass,4,day_pass,day_pass,"IDR 500,000/pax (incl 500,000 F&B credit) [BLOG]",COVERAGE,Klook/hotel,honeymoon/China,three tiered infinity pools; pods/loungers; 15+ only,[NO DATA],signature 3-tier jungle pool,indonesia.tripcanvas.co,2026-07-19
Ubud,Athaya Ubud,Pool Day Pass,4,day_pass,day_pass,"IDR 300,000/pax [BLOG]",COVERAGE,hotel/WhatsApp,culture/wellness,outdoor pool; loungers; towel; WiFi,[NO DATA],budget-tier central Ubud,indonesia.tripcanvas.co,2026-07-19
Ubud,Bambu Indah,Pool Day Pass,5,day_pass,day_pass,"from IDR 1,028,500 [OFFICIAL]",COVERAGE,DayPass app,wellness/culture/honeymoon,natural swimming pool; eco-luxury bamboo estate (John Hardy),[NO DATA],premium eco/design; chlorine-free pool,book.daypassapp.com/ubud,2026-07-19
Ubud,The Westin Resort Ubud,Pool Day Pass,5,day_pass,day_pass,"IDR 150,000/pax (incl 150,000 F&B credit) [BLOG]",COVERAGE,hotel/online,family/wellness,infinity pool; whirlpool; towels; fitness,[NO DATA],cheapest 5-star pass in Ubud,balibuddies.com day-passes,2026-07-19
Ubud,Mandapa a Ritz-Carlton Reserve (Sawah Terrace),Mandapa Royal Sunday Brunch,5,brunch,brunch,"IDR 850,000++/pax [OFFICIAL]",SEATED,Chope,honeymoon/India/culture,Balinese+international brunch; Ayung valley views,Sun 12:30-15:30,also Indonesian Flavors family-style 850k/pax min 2,chope.co sawah-terrace mandapa,2026-07-19
Ubud,COMO Uma Ubud (Uma Cucina),Uma Cucina Sunday Brunch,5,brunch,brunch,"IDR 400,000++/pax [BLOG]",SEATED,Chope,honeymoon/wellness,AYCE Italian brunch; beer/cocktail add-ons,Sun 11:30-15:30,best value 5-star Sunday brunch in Ubud,thehoneycombers brunch,2026-07-19
Ubud,COMO Shambhala Estate (Glow),Glow Sunday Brunch,5,brunch,brunch,"IDR 650,000++/pax; child 325,000++ [BLOG]",SEATED,Chope,wellness/honeymoon,organic homegrown-produce brunch; 7 sections; live performance,Sun 11:00-14:30,strong 'healthy brunch' intent,thehoneycombers brunch,2026-07-19
Ubud,Four Seasons Sayan (Sokasi),Sokasi Farmer's Sunday Brunch,5,brunch,brunch,[NO DATA] price,SEATED,concierge/email,honeymoon/India/China,Balinese riverside brunch; Ayung River,Sun 11:30-15:30,#1-ranked resort; price not published online,fourseasons.com/sayan sokasi,2026-07-19
Ubud,Locavore NXT,Tasting Menu: The Source,independent,resort_restaurant,resort_restaurant,"IDR 2,200,000++; pairings 650k/850k/1.5M++ [OFFICIAL]",SEATED,Revasi (own platform),honeymoon/culture,multi-course degustation; Asia's 50 Best,dinner (reservation only),anchor 1.95M is stale; current 2.2M++,locavorenxt.com/nxt/menu,2026-07-19
Ubud,Nusantara by Locavore,Tasting / a la carte,independent,resort_restaurant,resort_restaurant,"from IDR 450,000 [BLOG]",SEATED,Revasi,culture/India,casual Indonesian archipelago cuisine,lunch+dinner,affordable Locavore sibling,revasi.net fine-dining-ubud,2026-07-19
Ubud,Mozaic,Signature Degustation,independent,resort_restaurant,resort_restaurant,"from IDR 1,100,000++ (6-course ~US$100) [BLOG]",SEATED,mozaic-bali.com/OpenTable,honeymoon/culture,French-Indonesian market degustation; Les Grandes Tables du Monde,dinner,official menus are PDFs (no live price),thehoneycombers ubud,2026-07-19
Ubud,Room4Dessert,Tasting Menu (9-course),independent,resort_restaurant,resort_restaurant,"from IDR 1,090,000++ [BLOG]",SEATED,room4dessert.com/Dish Cult,honeymoon/culture,9-course dessert-forward degustation; Will Goldfarb,16:00-22:00,site blocks crawlers; price from guide,thehoneycombers ubud,2026-07-19
Ubud,Viceroy Bali (Apéritif),Apéritif Restaurant,5,resort_restaurant,resort_restaurant,"7-course IDR 1,900,000++; 5-course 1,500,000++; veg 1,250,000++ [OFFICIAL]",SEATED,aperitif.com (TableCheck),honeymoon/India,'Guided By the Moon Cycle' degustation; colonial-glam,lunch 12-14; dinner 18-20:30,Apéritif is the fine-dining venue INSIDE Viceroy,aperitif.com/fine-dining-menus,2026-07-19
Ubud,Viceroy Bali (CasCades),CasCades Restaurant & Bar,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/OpenTable/Pelago,honeymoon,modern European; valley-view main restaurant,breakfast-dinner,Viceroy's second restaurant,dineandwinebali cascades,2026-07-19
Ubud,Capella Ubud (Api Jiwa),Api Jiwa,5,resort_restaurant,resort_restaurant,"Omakase IDR 1,500,000++ (12-course); from ~1,150,000++ [BLOG]",SEATED,WhatsApp/Capella concierge,honeymoon/China/culture,Asian charcoal omakase; open-fire; farm-to-table,dinner,Api Jiwa is at Capella Ubud,foodtravelbabe.com api-jiwa,2026-07-19
Ubud,Capella Ubud (Auriga),Auriga (main dining),5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,Capella concierge/WhatsApp,honeymoon,all-day/main restaurant; Bill Bensley tented camp,[NO DATA],ultra-luxury Reserve-tier,capellahotels.com/capella-ubud dining,2026-07-19
Ubud,Mandapa a Ritz-Carlton Reserve (Kubu),Kubu,5,resort_restaurant,resort_restaurant,"Earth's Harvest 8-course IDR 1,250,000++; veg 1,150,000++; pairings 550k/1.65M [OFFICIAL]",SEATED,SevenRooms,honeymoon/India/culture,riverside cocoon degustation; zero-waste,17:30-23:00,most romantic degustation setting (riverside pods),kubuatmandapa.com/our-menus,2026-07-19
Ubud,Buahan a Banyan Tree Escape,Open Kitchen,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,phone/email,honeymoon/wellness/culture,'naked' jungle dining; 5-course; zero-waste Balinese,dinner 19:00-23:00,all-inclusive resort; outside-guest dining unconfirmed,banyantree.com buahan open-kitchen,2026-07-19
Ubud,Bisma Eight,Copper Kitchen & Bar (Rooftop),4,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/walk-in,culture/honeymoon,farm-to-table rooftop; Michelin Key boutique,[NO DATA],a la carte (no degustation),bisma-eight.com/drink-dine,2026-07-19
Ubud,Four Seasons Sayan (Ayung Terrace),Ayung Terrace,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/OpenTable,honeymoon/India/China,elevated Indonesian archipelago; treetop views,dinner,signature Indonesian fine dining,fourseasons.com/sayan ayung_terrace,2026-07-19
Ubud,COMO Uma Ubud (Uma Cucina),Uma Cucina (a la carte),5,resort_restaurant,resort_restaurant,[NO DATA] set price,SEATED,Chope,honeymoon/wellness,wood-fired Italian; valley views,lunch+dinner,see brunch row for 400k++,chope.co uma-cucina-ubud,2026-07-19
Ubud,Samsara Ubud (The Kelusa),The Kelusa,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel,honeymoon,romantic Balinese/Asian; floating/private dining,[NO DATA],boutique villa resort; page rate-limited,samsaraubud.com/dining,2026-07-19
Ubud,Hujan Locale,a la carte,independent,resort_restaurant,resort_restaurant,"large plates from IDR 140,000++ [BLOG]",SEATED,hujanlocale.com/booking,culture/honeymoon,modern Asian street-food; Will Meyrick,lunch+dinner,"casual-fine, NOT a degustation",thehoneycombers ubud,2026-07-19
Ubud,Syrco BASE,Tasting Menu,independent,resort_restaurant,resort_restaurant,~US$100-140/pax (~IDR 1.6-2.2M) [BLOG],SEATED,syrcobase.com,honeymoon/culture,European-Indonesian degustation; chef Syrco Bakker (ex-Noma),dinner,top-tier Ubud degustation newcomer,revasi.net fine-dining-ubud,2026-07-19
Uluwatu,The Edge Bali (Oneeighty),Oneeighty Skypool day pass (GA),5,day_pass,day_pass,"IDR 700,000/adult incl 600,000 F&B credit; kids 4-11 200,000 [OFFICIAL]",COVERAGE,Chope,couples/IG-view,"cantilevered glass Skypool, towel, WiFi, up to 4hr",10:00-21:00,iconic glass pool 162m; Klook US$41.20; price has risen,oneeightybali.com/daypass,2026-07-19
Uluwatu,The Edge Bali (Oneeighty),Oneeighty VIP bed/cabana,5,day_pass,day_pass,VIP bed 3M (1M credit); Pool Cabana 4M (2M); Deluxe Cabana 7M (5M) [OFFICIAL],SEATED,Chope,groups/celebrations,"reserved bed/cabana, wine, cheese+canapes, pool, full day",10:00-21:00,high spend for prime cliff-pool beds,oneeightybali.com/daypass,2026-07-19
Uluwatu,The Edge Bali (Oneeighty),oneeighty° restaurant,5,resort_restaurant,resort_restaurant,a la carte [NO DATA],SEATED,Chope/WhatsApp,couples/fine-dining,clifftop fine dining at glass pool edge,10:00-21:00,same venue as dayclub,theedgebali.com/dining/oneeighty,2026-07-19
Uluwatu,Six Senses Uluwatu,Infinity pool day pass,5,day_pass,day_pass,"IDR 300,000++ incl 230,000 credit [LEGACY 2022, expired]; current [NO DATA]",COVERAGE,hotel email/phone,wellness/couples,"infinity pool, towel, chair",all day (2022),only verifiable figure is 2022; reconfirm direct,nowbali.co.id six senses,2026-07-19
Uluwatu,Six Senses Uluwatu,Cliff Bar / Rocka,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,Chope/hotel,sunset/couples,cliff-edge sunset cocktails; beach all-day dining,[NO DATA],pages robots-blocked; prices not public,chope.co cliff-bar-uluwatu,2026-07-19
Uluwatu,Renaissance Bali Uluwatu,Infinity Pool Day Pass,5,day_pass,day_pass,[NO DATA]; brief ~IDR 350k/US$24 unverified,COVERAGE,Klook,couples/budget-luxury,infinity pool + towel,[NO DATA],Klook listing non-rendering; confirm,klook.com/activity/73717,2026-07-19
Uluwatu,Renaissance Bali Uluwatu,Rii (rooftop) / Fishbone,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/Marriott,couples/sunset,rooftop sunset bar; seafood,[NO DATA],a la carte not verified,marriott dpsuw experiences,2026-07-19
Uluwatu,Bulgari Resort Bali,Indulgence Day Experience,5,day_pass,day_pass,"IDR 5,000,000++ /couple; fully credited to F&B [BLOG]",SEATED,concierge/hotel,ultra-luxury couples,"pool + private beach, tasting menu, mixology class, gift",[NO DATA],not a cheap pool pass; curated dining day,tropicalife.net bvlgari,2026-07-19
Uluwatu,Bulgari Resort Bali,Il Ristorante (Niko Romito) / La Spiaggia,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,concierge/hotel,ultra-luxury,Michelin Italian; cliff beach club 150m above sea,[NO DATA],access guests + day-experience buyers,tropicalife.net bvlgari,2026-07-19
Uluwatu,Alila Villas Uluwatu,Day pass (infinity pool),5,day_pass,day_pass,"IDR 750,000/pax incl 350,000 F&B credit [BLOG]",COVERAGE,hotel/concierge,couples/design/families,"cabana-style infinity pool, loungers, towel",[NO DATA],single blog source; often reservation-gated,thelocalbird.com.au,2026-07-19
Uluwatu,Alila Villas Uluwatu,CIRE / Sunset Cabana Bar,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/concierge,sunset/couples,all-day dining; adults cantilever sunset bar,[NO DATA],iconic sunset cabana,hyatt.com alila-villas-uluwatu dining,2026-07-19
Uluwatu,Anantara Uluwatu,Pool day pass (cliff infinity),5,day_pass,day_pass,"IDR 500,000 / ~US$32 [OFFICIAL-aggregator]",COVERAGE,DayPass app,couples/view,"cliff infinity pool, towel, facilities",[NO DATA],only Uluwatu resort live on DayPass aggregators,book.daypassapp.com/uluwatu,2026-07-19
Uluwatu,Anantara Uluwatu,360 Rooftop,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,Chope/phone,sunset/couples,"all-day rooftop, ocean views",bfast 07-10:30; lunch 11-17; dinner 17-23,also Botol Biru + SONO Teppanyaki,anantara.com 360-rooftop,2026-07-19
Uluwatu,Radisson Blu Bali Uluwatu,Filini (Italian),5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,Chope,families/couples,Italian dining; large infinity pool on-site,[NO DATA],no verified public pool day pass,radissonhotels.com filini,2026-07-19
Uluwatu,Umana Bali LXR (ex-Banyan Tree Ungasan),Infinity Pool Pass + Romantic Dinner,5,day_pass,day_pass,[NO DATA] Klook non-rendering,SEATED,Klook,couples/honeymoon,clifftop infinity pool + set dinner,[NO DATA],rebrand Banyan Tree->Jumana->Umana LXR Hilton,klook.com/activity/49881,2026-07-19
Uluwatu,Umana Bali LXR (ex-Banyan Tree Ungasan),Ju-Ma-Na / Bamboo,5,resort_restaurant,resort_restaurant,[NO DATA],SEATED,hotel/concierge,couples/fine-dining,clifftop fine dining; all-day,[NO DATA],Ju-Ma-Na is the signature cliff restaurant,theluxevoyager.com jumana,2026-07-19
Uluwatu,Single Fin,Cliff sunset bar (Suluban),na,beach_club,beach_club,"no entry fee; seat min-spend [NO DATA]; pizza 145-175k, pours 150k [OFFICIAL]",SEATED,SevenRooms/email/WhatsApp,surfers/sunset/party,clifftop bar/restaurant; legendary Sunday Sessions,Mon-Sat 08-22; Wed & Sun to 02:00,book far ahead for sunset; VIP booth min-spend varies,singlefinbali.com,2026-07-19
Uluwatu,Ulu Cliffhouse,Cliff pool club (Padang Padang),na,beach_club,beach_club,seat min-spend not fixed publicly [NO DATA]; +10% tax +11% svc,SEATED,ResDiary/WhatsApp,adults/sunset/live music,adults-only cliff pool; daybed & cabana,08:00-late,confirm per date on booking screen,ulucliffhouse.com/pool-club,2026-07-19
Uluwatu,Savaya Bali,Cliff day/night club (Pecatu),na,beach_club,beach_club,"entry IDR 150,000; min-spend Staircase 1.5M/4pax to Cabana 10M/15pax; 100% F&B credit [BLOG]",SEATED,website/WhatsApp,21+ party/EDM,"infinity pool (21+), reserved seating, DJ programming",Fri 13-24; Sat 18-24; Sun 15-23:30; Mon-Thu 13-22,strictly 21+; sunset+headliner scarcity,explorethebali.com savaya,2026-07-19
Uluwatu,El Kabron,Cliff/Mediterranean club (Pecatu),na,beach_club,beach_club,free entry; seat min-spend table 400k/pax to VIP Royal 3M/6pax; F&B credit [BLOG],SEATED,WhatsApp/elkabron.com,couples/sunset/Med,"adults-only clifftop pool, Sunset Theater, Spanish/Med restaurant",11:00-24:00,"brief '350k entry' is a seat min-spend, not entry fee",explorethebali.com el-kabron,2026-07-19
Uluwatu,The Ungasan Clifftop (Sundays Beach Club),Sundays Beach Club — Daily Beach Pass,5,beach_club,beach_club,"adults IDR 800,000 incl 500k credit; kids 5-11 400,000 incl 250k; under 5 free [OFFICIAL]",COVERAGE,walk-in FCFS; WhatsApp VIP,families/couples/sunset,"inclinator, welcome drink, beanbag+umbrella, kayak/SUP/snorkel, sunset bonfire, towel",07:30-22:00,white-sand cove via inclinator; NOT Karma Beach,sundaysbeachclub.com/daily-beach-pass,2026-07-19
Uluwatu,Karma Kandara,Karma Beach — day pass,5,beach_club,beach_club,"IDR 800,000/person incl 500,000 credit; beds 800k-1.6M; front-row free; kids<5 free [BLOG]",COVERAGE,hotel/concierge,couples/secluded beach,"private beach via cable-car, welcome drink, towel, shuttle, watersports",10:00-21:00,figures vary by source (750k/300k credit); confirm,explorethebali.com karma-beach,2026-07-19
Uluwatu,Palmilla Beach Club,Cliff/beach pool club (Melasti),na,beach_club,beach_club,"entry IDR 100,000 (towel+welcome drink, voucher); VIP Sunbed 1M, Sofa 2.5M [BLOG]",SEATED,walk-in/online,couples/groups/sunset,"infinity pool, sunbeds/sofas, restaurant",~08:00-21:00,cheapest entry on the strip,explorethebali.com palmilla,2026-07-19
