canonical_intent_id,canonical_name,publication_risk,required_data_fields,observed_evidence,data_readiness,blocking_field,remediation,auto_decision_reason,created_at,generator,source_version
OB-CAN-0088,Find local laundry services (not hotel),OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0089,Get Visa on Arrival (VoA) vs online eVisa,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0090,Register phone with Indonesian customs,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0091,Avoid tap water and use bottled water safely,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0092,Avoid raw vegetables and salads (food safety),MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0093,Bargain at local markets (not tourist prices),OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0094,Find correct prices for Bali souvenirs,OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0095,Buy sunscreen locally (expensive) vs bring from home,OPERATIONAL,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0096,Plan loosely and go with the flow,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0097,Manage first impression of Canggu (touristy),LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0098,Use Bluebird taxi (safest option),OPERATIONAL,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0099,Choose between Grab and Gojek apps,OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0100,Understand Gojek bike safety (no helmet for passenger),SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0101,Respect Balinese religious customs,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0102,"Say no politely to street vendors (""tidak mau"")",LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0103,Avoid close-up photos of people without permission,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0104,Photograph during temple ceremonies respectfully,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0105,Find underrated photography spots (not Instagram),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0106,Photograph Trunyan Village,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0107,Visit abandoned Taman Festival theme park,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0108,Drive to Amed for fishing boat photography,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0109,Photograph Ayung River gorges,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0110,Visit Sideman for rice terraces (harvest season),LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0111,Photograph Lempuyang Temple (Gate of Heaven) drive,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0112,Photograph Melasti Beach,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0113,Photograph moon above airport runway (4-5 AM),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0114,Visit Botanical Gardens near Bedugal,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0115,Photograph Dutch colonial buildings in Denpasar,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0116,Shop at Pasar Badung night market (local prices),OPERATIONAL,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0117,Find night market for crafts (not food),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0118,Shop at Artedesana in Sanur for local crafts,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0119,Find craft shops in Ubud (wholesale prices),OPERATIONAL,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0120,Visit Kuta Art Market,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0121,Shop at Monkey Forest Road for antiques,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0122,Shop at Celuk Village for gold/silver jewelry,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0123,Attend authentic Barong ceremony (non-touristy),LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0124,Witness temple ceremonies during Odalan,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0125,Attend Purnama (full moon ceremony),LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0126,Participate in water temple cleansing ritual,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0127,Understand women's restrictions during menstruation,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0128,Book Airbnb vs hotel (risks and benefits),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0129,Avoid Airbnb double-booking and fake listings,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0130,Find long-term villa rental (3-6 months),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0131,Understand noise complaints from neighbors,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0132,Book yoga and meditation retreat in Bali,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0133,Evaluate healing retreat legitimacy,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0134,Combine yoga retreat with diving trip,LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
