source_record_id,external_name,normalized_record_type,risk_class,internal_key,internal_type,internal_source,match_basis,reconciliation_status,auto_decision_reason,created_at,generator,source_version
OB-INT-0173,Learn rip current escape technique,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0174,Understand Bali belly prevention,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0175,Know when to see doctor for Bali belly,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0176,Find quality deodorant in Bali,SUPPORTING_JOB,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0177,Understand Kopi Luwak coffee scam,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0178,Buy authentic local snacks and chips,SUPPORTING_JOB,LOW,local-food,USER_JOB,lib/intents.ts (local_food_calm),alias:authentic local,MATCHED,"matched internal 'local-food' via alias ""authentic local""",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0179,Understand visa extension process,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0180,Handle visa system downtime at immigration,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0181,Solve C1 visa online application issues,HIGH_RISK_GUIDE,LEGAL_REGULATORY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0182,Get rabies vaccine after monkey bite,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0183,Understand rabies risk from Bali monkeys,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0184,Find travel clinic for vaccinations,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0185,Understand Bali belly medication options,HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0186,Bring Imodium from home (not available),HIGH_RISK_GUIDE,MEDICAL,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0187,Find menthol powder (Herocyn) for skin,ENTITY_QUERY,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0188,Understand Balinese offering culture,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0189,Participate respectfully in local ceremonies,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0190,Understand cremation ceremony etiquette,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0191,Understand tooth filing ceremony,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0192,Find authentic local restaurants (not tourist),CANONICAL_USER_JOB,LOW,local-food,USER_JOB,lib/intents.ts (local_food_calm),alias:authentic local,MATCHED,"matched internal 'local-food' via alias ""authentic local""",2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0193,Understand Balinese hospitality and friendliness,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0194,Learn basic Balinese greetings and phrases,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0195,Understand local tipping customs,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0196,Avoid being complacent with valuables,HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0197,Use phone safely on motorbike (don't use),HIGH_RISK_GUIDE,SAFETY,,,,,UNMATCHED_EXTERNAL,high-risk guidance is RESEARCH_ONLY and intentionally has no product-surface counterpart,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0198,Understand garbage and pollution issues,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0199,Manage expectations about Bali's development,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0200,Understand Bali's tourism impact on locals,EDITORIAL_TOPIC,LOW,,,,,UNMATCHED_EXTERNAL,no internal concept alias matched; candidate remains external-only,2026-07-29T18:35:16.409Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
