source_record_id,original_name,original_domain,original_status,original_confidence,source_document,source_line,raw_notes,parse_status,parse_error,created_at,generator,source_version
OB-INT-0001,Find where to go on arrival day when jet-lagged,Arrival and first day,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0001_0100.md,13,| OB-INT-0001 | Find where to go on arrival day when jet-lagged | Arrival and first day | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.301Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0130,"Understand temple dress code (sarongs, cover-up)",Culture & Respect,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,43,"| OB-INT-0130 | Understand temple dress code (sarongs, cover-up) | Culture & Respect | EVIDENCE_STRONG | 88 |",OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0131,Photograph during temple ceremonies respectfully,Culture & Photography,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,44,| OB-INT-0131 | Photograph during temple ceremonies respectfully | Culture & Photography | EVIDENCE_STRONG | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0132,Find underrated photography spots (not Instagram),Photography & Experiences,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,45,| OB-INT-0132 | Find underrated photography spots (not Instagram) | Photography & Experiences | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0133,Photograph Trunyan Village,Photography & Experiences,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,46,| OB-INT-0133 | Photograph Trunyan Village | Photography & Experiences | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0134,Visit abandoned Taman Festival theme park,Photography & Experiences,EVIDENCE_MODERATE,74,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,47,| OB-INT-0134 | Visit abandoned Taman Festival theme park | Photography & Experiences | EVIDENCE_MODERATE | 74 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0135,Drive to Amed for fishing boat photography,Photography & Experiences,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,48,| OB-INT-0135 | Drive to Amed for fishing boat photography | Photography & Experiences | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0136,Photograph Ayung River gorges,Photography & Experiences,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,49,| OB-INT-0136 | Photograph Ayung River gorges | Photography & Experiences | EVIDENCE_STRONG | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0137,Visit Sideman for rice terraces (harvest season),Photography & Experiences,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,50,| OB-INT-0137 | Visit Sideman for rice terraces (harvest season) | Photography & Experiences | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0138,Photograph Lempuyang Temple (Gate of Heaven) drive,Photography & Experiences,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,51,| OB-INT-0138 | Photograph Lempuyang Temple (Gate of Heaven) drive | Photography & Experiences | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0139,Photograph Melasti Beach,Photography & Experiences,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,52,| OB-INT-0139 | Photograph Melasti Beach | Photography & Experiences | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0140,Photograph moon above airport runway (4-5 AM),Photography & Experiences,EVIDENCE_MODERATE,72,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,53,| OB-INT-0140 | Photograph moon above airport runway (4-5 AM) | Photography & Experiences | EVIDENCE_MODERATE | 72 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0141,Visit Botanical Gardens near Bedugal,Nature & Photography,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,54,| OB-INT-0141 | Visit Botanical Gardens near Bedugal | Nature & Photography | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0142,Photograph Dutch colonial buildings in Denpasar,Photography & History,EVIDENCE_MODERATE,74,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,55,| OB-INT-0142 | Photograph Dutch colonial buildings in Denpasar | Photography & History | EVIDENCE_MODERATE | 74 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0143,Shop at Pasar Badung night market (local prices),Shopping & Culture,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,56,| OB-INT-0143 | Shop at Pasar Badung night market (local prices) | Shopping & Culture | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0144,Find night market for crafts (not food),Shopping,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,57,| OB-INT-0144 | Find night market for crafts (not food) | Shopping | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0145,Shop at Artedesana in Sanur for local crafts,Shopping,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,58,| OB-INT-0145 | Shop at Artedesana in Sanur for local crafts | Shopping | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0146,Find craft shops in Ubud (wholesale prices),Shopping & Budget,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,59,| OB-INT-0146 | Find craft shops in Ubud (wholesale prices) | Shopping & Budget | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0147,Visit Kuta Art Market,Shopping,EVIDENCE_MODERATE,75,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,60,| OB-INT-0147 | Visit Kuta Art Market | Shopping | EVIDENCE_MODERATE | 75 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0148,Shop at Monkey Forest Road for antiques,Shopping & Culture,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,61,| OB-INT-0148 | Shop at Monkey Forest Road for antiques | Shopping & Culture | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0149,Shop at Celuk Village for gold/silver jewelry,Shopping & Culture,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,62,| OB-INT-0149 | Shop at Celuk Village for gold/silver jewelry | Shopping & Culture | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0150,Attend authentic Barong ceremony (non-touristy),Culture & Experiences,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,63,| OB-INT-0150 | Attend authentic Barong ceremony (non-touristy) | Culture & Experiences | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0151,Witness temple ceremonies during Odalan,Culture & Experiences,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,64,| OB-INT-0151 | Witness temple ceremonies during Odalan | Culture & Experiences | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0152,Attend Purnama (full moon ceremony),Culture & Experiences,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,65,| OB-INT-0152 | Attend Purnama (full moon ceremony) | Culture & Experiences | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0153,Participate in water temple cleansing ritual,Culture & Wellness,EVIDENCE_STRONG,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,66,| OB-INT-0153 | Participate in water temple cleansing ritual | Culture & Wellness | EVIDENCE_STRONG | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0154,Understand women's restrictions during menstruation,Culture & Respect,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,67,| OB-INT-0154 | Understand women's restrictions during menstruation | Culture & Respect | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0155,Book Airbnb vs hotel (risks and benefits),Accommodation,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,68,| OB-INT-0155 | Book Airbnb vs hotel (risks and benefits) | Accommodation | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0156,Avoid Airbnb double-booking and fake listings,Accommodation & Safety,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,69,| OB-INT-0156 | Avoid Airbnb double-booking and fake listings | Accommodation & Safety | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0157,Spot fake villa listings on Booking/Google,Accommodation & Safety,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,70,| OB-INT-0157 | Spot fake villa listings on Booking/Google | Accommodation & Safety | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0158,Rent villa through Facebook groups safely,Accommodation & Safety,EVIDENCE_MODERATE,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,71,| OB-INT-0158 | Rent villa through Facebook groups safely | Accommodation & Safety | EVIDENCE_MODERATE | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0159,Verify villa rental legitimacy before payment,Accommodation & Safety,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,72,| OB-INT-0159 | Verify villa rental legitimacy before payment | Accommodation & Safety | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0160,Deal with villa scams and third-party theft,Accommodation & Safety,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,73,| OB-INT-0160 | Deal with villa scams and third-party theft | Accommodation & Safety | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0161,Find long-term villa rental (3-6 months),Accommodation,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,74,| OB-INT-0161 | Find long-term villa rental (3-6 months) | Accommodation | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0162,Understand noise complaints from neighbors,Accommodation & Community,EVIDENCE_MODERATE,72,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,75,| OB-INT-0162 | Understand noise complaints from neighbors | Accommodation & Community | EVIDENCE_MODERATE | 72 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0163,Book yoga and meditation retreat in Bali,Wellness & Retreats,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,76,| OB-INT-0163 | Book yoga and meditation retreat in Bali | Wellness & Retreats | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0164,"Choose between Balitrees, Bali Garden, Blooming Lotus",Wellness & Retreats,EVIDENCE_MODERATE,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,77,"| OB-INT-0164 | Choose between Balitrees, Bali Garden, Blooming Lotus | Wellness & Retreats | EVIDENCE_MODERATE | 80 |",OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0165,Evaluate healing retreat legitimacy,Wellness & Safety,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,78,| OB-INT-0165 | Evaluate healing retreat legitimacy | Wellness & Safety | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0166,Find authentic vs touristy yoga retreat,Wellness & Experiences,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,79,| OB-INT-0166 | Find authentic vs touristy yoga retreat | Wellness & Experiences | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0167,Combine yoga retreat with diving trip,Multi-activity Planning,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,80,| OB-INT-0167 | Combine yoga retreat with diving trip | Multi-activity Planning | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0168,Book meditation retreat during low season,Wellness & Budget,EVIDENCE_MODERATE,74,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,81,| OB-INT-0168 | Book meditation retreat during low season | Wellness & Budget | EVIDENCE_MODERATE | 74 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0169,Understand Gojek bike helmet safety concerns,Transport & Safety,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,82,| OB-INT-0169 | Understand Gojek bike helmet safety concerns | Transport & Safety | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0170,Protect belongings from snatching on Gojek,Safety,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,83,| OB-INT-0170 | Protect belongings from snatching on Gojek | Safety | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0171,Decide on helmet use for Gojek passengers,Transport & Safety,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,84,| OB-INT-0171 | Decide on helmet use for Gojek passengers | Transport & Safety | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0172,Understand traffic fatality rates in Bali,Safety Awareness,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,85,| OB-INT-0172 | Understand traffic fatality rates in Bali | Safety Awareness | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0173,Learn rip current escape technique,Water Safety,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,86,| OB-INT-0173 | Learn rip current escape technique | Water Safety | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0174,Understand Bali belly prevention,Health & Prevention,EVIDENCE_STRONG,88,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,87,| OB-INT-0174 | Understand Bali belly prevention | Health & Prevention | EVIDENCE_STRONG | 88 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0175,Know when to see doctor for Bali belly,Health & Emergency,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,88,| OB-INT-0175 | Know when to see doctor for Bali belly | Health & Emergency | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0176,Find quality deodorant in Bali,Shopping & Personal Care,EVIDENCE_MODERATE,74,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,89,| OB-INT-0176 | Find quality deodorant in Bali | Shopping & Personal Care | EVIDENCE_MODERATE | 74 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0177,Understand Kopi Luwak coffee scam,Shopping & Culture,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,90,| OB-INT-0177 | Understand Kopi Luwak coffee scam | Shopping & Culture | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0178,Buy authentic local snacks and chips,Shopping & Food,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,91,| OB-INT-0178 | Buy authentic local snacks and chips | Shopping & Food | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0179,Understand visa extension process,Logistics,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,92,| OB-INT-0179 | Understand visa extension process | Logistics | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0180,Handle visa system downtime at immigration,Logistics & Emergency,EVIDENCE_MODERATE,72,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,93,| OB-INT-0180 | Handle visa system downtime at immigration | Logistics & Emergency | EVIDENCE_MODERATE | 72 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0181,Solve C1 visa online application issues,Logistics & Tech,EVIDENCE_MODERATE,70,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,94,| OB-INT-0181 | Solve C1 visa online application issues | Logistics & Tech | EVIDENCE_MODERATE | 70 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0182,Get rabies vaccine after monkey bite,Health & Emergency,EVIDENCE_STRONG,90,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,95,| OB-INT-0182 | Get rabies vaccine after monkey bite | Health & Emergency | EVIDENCE_STRONG | 90 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0183,Understand rabies risk from Bali monkeys,Health & Safety,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,96,| OB-INT-0183 | Understand rabies risk from Bali monkeys | Health & Safety | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0184,Find travel clinic for vaccinations,Health & Logistics,EVIDENCE_MODERATE,80,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,97,| OB-INT-0184 | Find travel clinic for vaccinations | Health & Logistics | EVIDENCE_MODERATE | 80 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0185,Understand Bali belly medication options,Health & Wellness,EVIDENCE_STRONG,84,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,98,| OB-INT-0185 | Understand Bali belly medication options | Health & Wellness | EVIDENCE_STRONG | 84 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0186,Bring Imodium from home (not available),Health & Logistics,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,99,| OB-INT-0186 | Bring Imodium from home (not available) | Health & Logistics | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0187,Find menthol powder (Herocyn) for skin,Shopping & Personal Care,EVIDENCE_MODERATE,72,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,100,| OB-INT-0187 | Find menthol powder (Herocyn) for skin | Shopping & Personal Care | EVIDENCE_MODERATE | 72 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0188,Understand Balinese offering culture,Culture & Respect,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,101,| OB-INT-0188 | Understand Balinese offering culture | Culture & Respect | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0189,Participate respectfully in local ceremonies,Culture & Respect,EVIDENCE_STRONG,82,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,102,| OB-INT-0189 | Participate respectfully in local ceremonies | Culture & Respect | EVIDENCE_STRONG | 82 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0190,Understand cremation ceremony etiquette,Culture & Respect,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,103,| OB-INT-0190 | Understand cremation ceremony etiquette | Culture & Respect | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0191,Understand tooth filing ceremony,Culture & Experiences,EVIDENCE_MODERATE,74,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,104,| OB-INT-0191 | Understand tooth filing ceremony | Culture & Experiences | EVIDENCE_MODERATE | 74 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0192,Find authentic local restaurants (not tourist),Food & Culture,EVIDENCE_STRONG,86,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,105,| OB-INT-0192 | Find authentic local restaurants (not tourist) | Food & Culture | EVIDENCE_STRONG | 86 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0193,Understand Balinese hospitality and friendliness,Culture & Social,EVIDENCE_MODERATE,76,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,106,| OB-INT-0193 | Understand Balinese hospitality and friendliness | Culture & Social | EVIDENCE_MODERATE | 76 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0194,Learn basic Balinese greetings and phrases,Culture & Language,EVIDENCE_MODERATE,78,docs/intent-os/autopilot/inputs/external/OTHER_BALI_EXTERNAL_INTENTS_0101_0200.md,107,| OB-INT-0194 | Learn basic Balinese greetings and phrases | Culture & Language | EVIDENCE_MODERATE | 78 |,OK,,2026-07-29T18:04:40.303Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
