canonical_intent_id,canonical_name,user_job_statement,domain,source_record_ids,aliases,child_scenarios,allowed_modifiers,required_venue_capabilities,required_data_fields,publication_risk,demand_evidence_status,answer_evidence_requirement,internal_support_status,recommended_surfaces,single_job_candidate,data_readiness,lifecycle_status,auto_decision_reason,created_at,generator,source_version
OB-CAN-0083,Handle monkey bite and get rabies treatment,"As a traveller in Bali, I want to handle monkey bite and get rabies treatment.",Health & Safety,OB-INT-0108;OB-INT-0182;OB-INT-0183,Get rabies vaccine after monkey bite;Understand rabies risk from Bali monkeys,OB-INT-0182;OB-INT-0183,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0084,Understand Indonesia drug laws and penalties,"As a traveller in Bali, I want to understand Indonesia drug laws and penalties.",Legal & Safety,OB-INT-0109,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0085,Identify fake taxi meters and scams,"As a traveller in Bali, I want to identify fake taxi meters and scams.",Transport & Safety,OB-INT-0110,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0086,Recover from tropical hangover,"As a traveller in Bali, I want to recover from tropical hangover.",Health & Wellness,OB-INT-0111,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0087,Manage luggage across multiple locations,"As a traveller in Bali, I want to manage luggage across multiple locations.",Logistics,OB-INT-0112,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0088,Find local laundry services (not hotel),"As a traveller in Bali, I want to find local laundry services (not hotel).",Logistics & Budget,OB-INT-0113,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key cheap-and-brilliant); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0089,Get Visa on Arrival (VoA) vs online eVisa,"As a traveller in Bali, I want to get Visa on Arrival (VoA) vs online eVisa.",Logistics & Arrival,OB-INT-0114,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0090,Register phone with Indonesian customs,"As a traveller in Bali, I want to register phone with Indonesian customs.",Logistics & Arrival,OB-INT-0115,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_MODERATE,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0091,Avoid tap water and use bottled water safely,"As a traveller in Bali, I want to avoid tap water and use bottled water safely.",Health & Safety,OB-INT-0116,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0092,Avoid raw vegetables and salads (food safety),"As a traveller in Bali, I want to avoid raw vegetables and salads (food safety).",Health & Safety,OB-INT-0117,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0093,Bargain at local markets (not tourist prices),"As a traveller in Bali, I want to bargain at local markets (not tourist prices).",Shopping & Culture,OB-INT-0118,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key night-out); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0094,Find correct prices for Bali souvenirs,"As a traveller in Bali, I want to find correct prices for Bali souvenirs.",Shopping & Budget,OB-INT-0119,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key cheap-and-brilliant); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0095,Buy sunscreen locally (expensive) vs bring from home,"As a traveller in Bali, I want to buy sunscreen locally (expensive) vs bring from home.",Shopping & Budget,OB-INT-0120,,,,,venues.publication_status;venue_action_capability,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key cheap-and-brilliant); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0096,Plan loosely and go with the flow,"As a traveller in Bali, I want to plan loosely and go with the flow.",Mindset & Planning,OB-INT-0121,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0097,Manage first impression of Canggu (touristy),"As a traveller in Bali, I want to manage first impression of Canggu (touristy).",Expectations & Planning,OB-INT-0122,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0098,Use Bluebird taxi (safest option),"As a traveller in Bali, I want to use Bluebird taxi (safest option).",Transport,OB-INT-0123,,,,,venues.publication_status;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0099,Choose between Grab and Gojek apps,"As a traveller in Bali, I want to choose between Grab and Gojek apps.",Transport,OB-INT-0124,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0100,Understand Gojek bike safety (no helmet for passenger),"As a traveller in Bali, I want to understand Gojek bike safety (no helmet for passenger).",Transport & Safety,OB-INT-0126;OB-INT-0169;OB-INT-0171,Understand Gojek bike helmet safety concerns;Decide on helmet use for Gojek passengers,OB-INT-0169;OB-INT-0171,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0101,Respect Balinese religious customs,"As a traveller in Bali, I want to respect Balinese religious customs.",Culture & Respect,OB-INT-0127,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0102,"Say no politely to street vendors (""tidak mau"")","As a traveller in Bali, I want to say no politely to street vendors (""tidak mau"").",Culture & Social,OB-INT-0128,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0103,Avoid close-up photos of people without permission,"As a traveller in Bali, I want to avoid close-up photos of people without permission.",Culture & Respect,OB-INT-0129,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0104,Photograph during temple ceremonies respectfully,"As a traveller in Bali, I want to photograph during temple ceremonies respectfully.",Culture & Photography,OB-INT-0131,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0105,Find underrated photography spots (not Instagram),"As a traveller in Bali, I want to find underrated photography spots (not Instagram).",Photography & Experiences,OB-INT-0132,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0106,Photograph Trunyan Village,"As a traveller in Bali, I want to photograph Trunyan Village.",Photography & Experiences,OB-INT-0133,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0107,Visit abandoned Taman Festival theme park,"As a traveller in Bali, I want to visit abandoned Taman Festival theme park.",Photography & Experiences,OB-INT-0134,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0108,Drive to Amed for fishing boat photography,"As a traveller in Bali, I want to drive to Amed for fishing boat photography.",Photography & Experiences,OB-INT-0135,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0109,Photograph Ayung River gorges,"As a traveller in Bali, I want to photograph Ayung River gorges.",Photography & Experiences,OB-INT-0136,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0110,Visit Sideman for rice terraces (harvest season),"As a traveller in Bali, I want to visit Sideman for rice terraces (harvest season).",Photography & Experiences,OB-INT-0137,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0111,Photograph Lempuyang Temple (Gate of Heaven) drive,"As a traveller in Bali, I want to photograph Lempuyang Temple (Gate of Heaven) drive.",Photography & Experiences,OB-INT-0138,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0112,Photograph Melasti Beach,"As a traveller in Bali, I want to photograph Melasti Beach.",Photography & Experiences,OB-INT-0139,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0113,Photograph moon above airport runway (4-5 AM),"As a traveller in Bali, I want to photograph moon above airport runway (4-5 AM).",Photography & Experiences,OB-INT-0140,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,READY,ACTIVE,"live snapshot: just_landed_easy_dinner READY in 8 districts, 30 published venues",2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0114,Visit Botanical Gardens near Bedugal,"As a traveller in Bali, I want to visit Botanical Gardens near Bedugal.",Nature & Photography,OB-INT-0141,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0115,Photograph Dutch colonial buildings in Denpasar,"As a traveller in Bali, I want to photograph Dutch colonial buildings in Denpasar.",Photography & History,OB-INT-0142,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0116,Shop at Pasar Badung night market (local prices),"As a traveller in Bali, I want to shop at Pasar Badung night market (local prices).",Shopping & Culture,OB-INT-0143,,,after-dark,,venues.publication_status;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key after-dark); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0117,Find night market for crafts (not food),"As a traveller in Bali, I want to find night market for crafts (not food).",Shopping,OB-INT-0144,,,after-dark,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key after-dark); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0118,Shop at Artedesana in Sanur for local crafts,"As a traveller in Bali, I want to shop at Artedesana in Sanur for local crafts.",Shopping,OB-INT-0145,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key district-intent-spoke); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0119,Find craft shops in Ubud (wholesale prices),"As a traveller in Bali, I want to find craft shops in Ubud (wholesale prices).",Shopping & Budget,OB-INT-0146,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,OPERATIONAL,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key cheap-and-brilliant); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0120,Visit Kuta Art Market,"As a traveller in Bali, I want to visit Kuta Art Market.",Shopping,OB-INT-0147,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0121,Shop at Monkey Forest Road for antiques,"As a traveller in Bali, I want to shop at Monkey Forest Road for antiques.",Shopping & Culture,OB-INT-0148,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0122,Shop at Celuk Village for gold/silver jewelry,"As a traveller in Bali, I want to shop at Celuk Village for gold/silver jewelry.",Shopping & Culture,OB-INT-0149,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0123,Attend authentic Barong ceremony (non-touristy),"As a traveller in Bali, I want to attend authentic Barong ceremony (non-touristy).",Culture & Experiences,OB-INT-0150,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0124,Witness temple ceremonies during Odalan,"As a traveller in Bali, I want to witness temple ceremonies during Odalan.",Culture & Experiences,OB-INT-0151,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
