source_record_id,original_name,original_domain,original_status,original_confidence,normalized_record_type,parent_source_record_id,risk_class,decision_rule,auto_decision_reason,created_at,generator,source_version
OB-INT-0154,Understand women's restrictions during menstruation,Culture & Respect,EVIDENCE_MODERATE,78,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0155,Book Airbnb vs hotel (risks and benefits),Accommodation,EVIDENCE_STRONG,88,CANONICAL_USER_JOB,,LOW,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0156,Avoid Airbnb double-booking and fake listings,Accommodation & Safety,EVIDENCE_STRONG,86,HIGH_RISK_GUIDE,,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0157,Spot fake villa listings on Booking/Google,Accommodation & Safety,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,OB-INT-0156,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0158,Rent villa through Facebook groups safely,Accommodation & Safety,EVIDENCE_MODERATE,80,HIGH_RISK_GUIDE,OB-INT-0156,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0159,Verify villa rental legitimacy before payment,Accommodation & Safety,EVIDENCE_STRONG,82,HIGH_RISK_GUIDE,OB-INT-0156,LEGAL_REGULATORY,TYPE.HIGH_RISK_GUIDE.legal,matched TYPE.HIGH_RISK_GUIDE.legal; risk via RISK.LEGAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0160,Deal with villa scams and third-party theft,Accommodation & Safety,EVIDENCE_MODERATE,76,HIGH_RISK_GUIDE,OB-INT-0156,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0161,Find long-term villa rental (3-6 months),Accommodation,EVIDENCE_MODERATE,78,CANONICAL_USER_JOB,,LOW,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0162,Understand noise complaints from neighbors,Accommodation & Community,EVIDENCE_MODERATE,72,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0163,Book yoga and meditation retreat in Bali,Wellness & Retreats,EVIDENCE_STRONG,86,CANONICAL_USER_JOB,,LOW,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0164,"Choose between Balitrees, Bali Garden, Blooming Lotus",Wellness & Retreats,EVIDENCE_MODERATE,80,ENTITY_QUERY,OB-INT-0163,LOW,TYPE.ENTITY_QUERY,matched TYPE.ENTITY_QUERY; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0165,Evaluate healing retreat legitimacy,Wellness & Safety,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,,LEGAL_REGULATORY,OVERRIDE,override: evaluating retreat legitimacy is fraud-risk guidance (rule table had OVERRIDE),2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0166,Find authentic vs touristy yoga retreat,Wellness & Experiences,EVIDENCE_STRONG,82,CHILD_SCENARIO,OB-INT-0163,LOW,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.DEFAULT_LOW; has parent -> CHILD_SCENARIO,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0167,Combine yoga retreat with diving trip,Multi-activity Planning,EVIDENCE_MODERATE,76,CANONICAL_USER_JOB,,LOW,OVERRIDE,override: combining two activities is an itinerary-planning job (rule table had OVERRIDE),2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0168,Book meditation retreat during low season,Wellness & Budget,EVIDENCE_MODERATE,74,CHILD_SCENARIO,OB-INT-0163,OPERATIONAL,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.OPERATIONAL; has parent -> CHILD_SCENARIO,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0169,Understand Gojek bike helmet safety concerns,Transport & Safety,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,OB-INT-0126,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0170,Protect belongings from snatching on Gojek,Safety,EVIDENCE_STRONG,82,HIGH_RISK_GUIDE,OB-INT-0105,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0171,Decide on helmet use for Gojek passengers,Transport & Safety,EVIDENCE_MODERATE,78,HIGH_RISK_GUIDE,OB-INT-0126,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0172,Understand traffic fatality rates in Bali,Safety Awareness,EVIDENCE_STRONG,86,HIGH_RISK_GUIDE,,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0173,Learn rip current escape technique,Water Safety,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,OB-INT-0102,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0174,Understand Bali belly prevention,Health & Prevention,EVIDENCE_STRONG,88,HIGH_RISK_GUIDE,,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0175,Know when to see doctor for Bali belly,Health & Emergency,EVIDENCE_STRONG,82,HIGH_RISK_GUIDE,OB-INT-0174,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0176,Find quality deodorant in Bali,Shopping & Personal Care,EVIDENCE_MODERATE,74,SUPPORTING_JOB,,LOW,TYPE.SUPPORTING_JOB,matched TYPE.SUPPORTING_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0177,Understand Kopi Luwak coffee scam,Shopping & Culture,EVIDENCE_STRONG,82,HIGH_RISK_GUIDE,,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0178,Buy authentic local snacks and chips,Shopping & Food,EVIDENCE_MODERATE,76,SUPPORTING_JOB,,LOW,TYPE.SUPPORTING_JOB,matched TYPE.SUPPORTING_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0179,Understand visa extension process,Logistics,EVIDENCE_MODERATE,78,HIGH_RISK_GUIDE,,LEGAL_REGULATORY,TYPE.HIGH_RISK_GUIDE.legal,matched TYPE.HIGH_RISK_GUIDE.legal; risk via RISK.LEGAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0180,Handle visa system downtime at immigration,Logistics & Emergency,EVIDENCE_MODERATE,72,HIGH_RISK_GUIDE,,LEGAL_REGULATORY,TYPE.HIGH_RISK_GUIDE.legal,matched TYPE.HIGH_RISK_GUIDE.legal; risk via RISK.LEGAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0181,Solve C1 visa online application issues,Logistics & Tech,EVIDENCE_MODERATE,70,HIGH_RISK_GUIDE,,LEGAL_REGULATORY,TYPE.HIGH_RISK_GUIDE.legal,matched TYPE.HIGH_RISK_GUIDE.legal; risk via RISK.LEGAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0182,Get rabies vaccine after monkey bite,Health & Emergency,EVIDENCE_STRONG,90,HIGH_RISK_GUIDE,OB-INT-0108,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0183,Understand rabies risk from Bali monkeys,Health & Safety,EVIDENCE_STRONG,86,HIGH_RISK_GUIDE,OB-INT-0108,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0184,Find travel clinic for vaccinations,Health & Logistics,EVIDENCE_MODERATE,80,HIGH_RISK_GUIDE,,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0185,Understand Bali belly medication options,Health & Wellness,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,OB-INT-0174,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0186,Bring Imodium from home (not available),Health & Logistics,EVIDENCE_MODERATE,78,HIGH_RISK_GUIDE,OB-INT-0174,MEDICAL,TYPE.HIGH_RISK_GUIDE.medical,matched TYPE.HIGH_RISK_GUIDE.medical; risk via RISK.MEDICAL,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0187,Find menthol powder (Herocyn) for skin,Shopping & Personal Care,EVIDENCE_MODERATE,72,ENTITY_QUERY,,LOW,TYPE.ENTITY_QUERY,matched TYPE.ENTITY_QUERY; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0188,Understand Balinese offering culture,Culture & Respect,EVIDENCE_MODERATE,76,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0189,Participate respectfully in local ceremonies,Culture & Respect,EVIDENCE_STRONG,82,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0190,Understand cremation ceremony etiquette,Culture & Respect,EVIDENCE_MODERATE,78,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0191,Understand tooth filing ceremony,Culture & Experiences,EVIDENCE_MODERATE,74,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0192,Find authentic local restaurants (not tourist),Food & Culture,EVIDENCE_STRONG,86,CANONICAL_USER_JOB,,LOW,TYPE.CANONICAL_USER_JOB,matched TYPE.CANONICAL_USER_JOB; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0193,Understand Balinese hospitality and friendliness,Culture & Social,EVIDENCE_MODERATE,76,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0194,Learn basic Balinese greetings and phrases,Culture & Language,EVIDENCE_MODERATE,78,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0195,Understand local tipping customs,Culture & Social,EVIDENCE_MODERATE,74,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0196,Avoid being complacent with valuables,Safety & Awareness,EVIDENCE_STRONG,84,HIGH_RISK_GUIDE,,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0197,Use phone safely on motorbike (don't use),Safety,EVIDENCE_STRONG,86,HIGH_RISK_GUIDE,,SAFETY,TYPE.HIGH_RISK_GUIDE.safety,matched TYPE.HIGH_RISK_GUIDE.safety; risk via RISK.SAFETY,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0198,Understand garbage and pollution issues,Environment & Expectations,EVIDENCE_MODERATE,76,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0199,Manage expectations about Bali's development,Expectations & Mindset,EVIDENCE_MODERATE,74,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-INT-0200,Understand Bali's tourism impact on locals,Culture & Awareness,EVIDENCE_MODERATE,72,EDITORIAL_TOPIC,,LOW,TYPE.EDITORIAL_TOPIC,matched TYPE.EDITORIAL_TOPIC; risk via RISK.DEFAULT_LOW,2026-07-29T18:30:44.182Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
